bank,date,message,shares,pos_reaction,neg_reaction
HSBC,2022-06-24,"【跟住PayMe天團號🚚學識 #姜の轉，贏走姜濤🍑親筆簽名Tote Bag！】  第二階段消費券登記開始咗喇！我哋特別派出PayMe天團號🚚去勻港九新界，畀大家打卡之餘📸，PayMeow仲會帶埋小幫手教大家登記轉用PayMe拎消費券！   成功登記轉用PayMe拎消費券嘅朋友，除咗賞你港幣25元折扣優惠券之外，仲可以即場玩全民轉轉賞，有機會贏走姜濤親筆簽名Tote Bag同其他豐富獎品^🎁。每位PayMe用戶亦可以獲得一把PayMeow感謝扇，過一個涼浸浸嘅夏天！   快啲Mark低✍🏼PayMe天團號出現嘅日子同地點啦*！  24/6（五）下午12-8時📍旺角朗豪坊  25/6（六）下午12-8時📍銅鑼灣百德新街  26/6（日）下午12-8時📍將軍澳DON DON DONKI 唐明街  27/6（一）下午12-8時📍銅鑼灣駱克道 28/6（二）下午12-8時📍大圍金禧花園  29/6（三）下午12時-2時30分📍葵涌廣場  29/6（三）下午3-8時📍荃灣眾安街（千色店）   #滙豐 #滙豐香港 #PayMeHK #2022年消費券計劃第二階段 #第二階段消費券 #全民一轉有賞 #PayMe天團號 #全民轉轉賞  ^禮品送完即止。受條款及細則約束。 *活動時間及地點如有更改，將不作另行通知。  儲值支付工具牌照編號：SVFB002  【Follow the PayMe duo’s promotion truck 🚚 Do the KT Spin and win a Keung To-signed tote bag 🍑!】  The 2022 (Phase II) Consumption Voucher Scheme is now open for registration. The PayMe duo’s promotion truck 🚚 will be travelling around the town. You can take selfies with our Keung To and PayMeow wrapped truck📸. PayMeow and his helpers will show you how to switch to PayMe to receive your consumption voucher!  Once registration is confirmed, you will get an HKD 25 discount voucher, and be eligible to play the PayMe Spin and Win game for a chance to win a tote bag with Keung To’s autograph and other awesome rewards^🎁 Each PayMe user can also get a PayMeow thanksgiving fan to cool down for summer!  Mark your calendar ✍🏼 with the dates and venues of the PayMe duo’s promotion truck*! 24/6 (Fri) 12-8pm📍Langham Place, Mong Kok  25/6 (Sat) 12-8pm📍Paterson Street, Causeway Bay 26/6 (Sun) 12-8pm📍Tong Ming Street, DON DON DONKI in Tseung Kwan O 27/6 (Mon) 12-8pm📍Lockhart Road, Causeway Bay 28/6 (Tue) 12-8pm📍Grandeur Garden, Tai Wai 29/6 (Wed) 12-2:30pm📍Kwai Chung Plaza 29/6 (Wed) 3-8pm📍Chung On Street, Tsuen Wan (Citistore)  #HSBC #HSBCHK #2022PhaseIIConsumptionVoucherScheme #PhaseIICVS #RewardsforAll #PayMeDuoPromotionTruck #SpinandWin  ^Rewards are available while stock lasts. Terms and conditions apply. *Promotion dates, periods & venues are subject to change without prior notice. SVF license number: SVFB002",75,1127,13
HSBC,2022-06-23,"【消費券優惠好多好多 留言講低你嘅心水 贏獎賞！】 當你愛獎賞，獎賞就會走到埋身🫂！PayMe推出超多消費券優惠，立即留言話畀我哋知你最期待邊一樣消費券優惠😍，就有機會贏走總值港幣500元嘅PayMe折扣優惠券，盡情喺全城35,000間大小商店消費！  PayMe消費券優惠： 1/ 登記即有賞 2/ 全民大抽獎 3/ 推薦友好賞 4/ 推薦終極獎 5/ PayMe 商戶優惠 6/ 滙豐信用卡獎賞 7/ 滙豐保險客戶獎賞  中小企同樣有賞，記得用PayMe畀錢，一齊支持本地商店！ 8/ PayMe for Business 新客戶可享0%交易費及迎新奬賞  遊戲玩法： 1️⃣讚好滙豐香港 Facebook 專頁 2️⃣留言分享你最期待嘅消費券優惠 (1-8) 並Tag 3位朋友 3️⃣HSBC將隨機抽出5位得獎者   獎品：每位得獎者可獲港幣100元折扣優惠券合共 5 張（總值港幣 500 元） 參加此活動的次數不限，每位參加者於活動中最多贏取獎品一份☝🏻。折扣優惠券適用於所有PayMe商戶，消費滿港幣100元即可使用。折扣優惠券有效期為發放後兩個月。   參加資格：  ▶️年滿18歲 ▶️持有香港身份證之香港居民 ▶️活動期間身處香港 ▶️已經登記為PayMe用戶  活動日期：2022年6月23日中午12時至年6月30日下午11時59分 得獎名單公佈日期：2022年7月11日於此帖文公佈 條款及細則：https://grp.hsbc/6005z9K9W  儲值支付工具牌照編號：SVFB002    #滙豐 #滙豐香港 #PayMeHK #2022年消費券計劃第二階段 #全民一轉有賞   【Tell us your favourite consumption voucher reward to win discount vouchers!】 Rewards go to those who love them! PayMe is presenting a score of consumption voucher offers. Tell us which awesome reward you are most looking forward to in the comment box😍 for a chance to win PayMe discount vouchers worth HKD 500 to spend at any of the 35,000 outlets.  PayMe consumption voucher rewards: 1/ Registration reward 2/ Lucky draw 3/ Referral reward 4/ Referral grand prizes 5/ Promotions of PayMe merchants 6/ HSBC Credit Card reward 7/ HSBC Life customer reward  PayMe are also supporting local businesses with great offers. Spend with PayMe at local businesses to give them a boost: 8/ 0% transaction fees and new user rewards for new PayMe for Business customers  How to play the game: 1️⃣Follow the HSBC Hong Kong Facebook page 2️⃣Leave a comment on this post to tell us which reward you are most excited about (1-8) and tag 3 friends 3️⃣HSBC will randomly select 5 prize winners  Prizes: Each winner will get 5 discount vouchers each worth HKD 100 (Total: HKD 500)  Unlimited entries for the giveaway. Each participant can win one prize maximum☝🏻 The discount vouchers can be redeemed at all PayMe merchants with a minimum spend of HKD 100. Vouchers will expire 2 months after fulfilment.  Eligibility: ▶️Must be 18+ ▶️Must hold a HKID ▶️Must be in Hong Kong ▶️Must have a valid PayMe ID  Promotion period: 23 Jun 2022 – 30 Jun 2022 11:59pm Winner announcement date: 11 Jul 2022 on this post Terms & conditions: https://grp.hsbc/6004z9KiG  SVF License Number: SVFB002  #HSBC #HSBCHK #PayMeHK #2022PhaseIIConsumptionVoucherScheme #RewardsforAll",410,1012,4
HSBC,2022-06-23,"【旅行帶唔夠外幣？滙豐Mastercard®扣賬卡輕鬆搞掂】 係咪好心急想快啲去新加坡、泰國、歐洲旅行呢？去旅行咁興奮，但有時想買嘢又唔夠外幣喺身，難免會有啲掃興😕。  想旅行夠盡興？咁就要申請滙豐Mastercard®扣賬卡💳，隨時使用新加坡元、泰銖、歐元、英鎊等12種主要貨幣。帶唔夠外幣喺身都唔使怕，可以喺全球滙豐ATM直接提取現金，唔使手續費㗎😉，亦可以即場碌卡，同樣唔收外幣交易費！簽賬仲可享無上限0.4%現金回贈添🌟  想去旅行可以chill住玩，記得快啲click入去申請👉🏼：grp.hsbc/DebitCard-ST-TC，一卡助你暢快旅遊🌎。  滙豐尚玉客戶亦有尊屬扣賬卡，同樣好用，兼有更多尊尚禮遇。 了解詳情：grp.hsbc/DebitCard-ST-Jade-TC  無海外ATM提款費優惠適用於全球滙豐自動櫃員機。 貨幣兌換涉及風險。受條款及細則約束。   #滙豐 #滙豐Mastercard扣賬卡 #外幣  【HSBC Mastercard® Debit Card - Ease Your Foreign Exchange Worry When You Travel Abroad】 Can’t wait to travel to Singapore, Thailand and Europe again? Travelling is always worth anticipating but it may spoil the mood when you shop overseas and just run out of cash😕!   Travel to the fullest with your HSBC Mastercard® Debit Card💳 — covering 12 major currencies ranging from SGD, THB, EUR, GBP and more. Don’t worry if you don’t have enough cash with you, the card allows you to directly withdraw cash from HSBC ATMs worldwide without any handling fees😉; you can also swipe your card for overseas purchases with zero transaction fees! What’s more, your transactions will bring you unlimited 0.4% cash rebates 🌟.  Wish to enjoy travelling the chill way? Apply here👉🏼:  grp.hsbc/DebitCard-ST-EN and get ready for your next exciting journey🌎.       Designated debit card is also available to HSBC Jade customers, bringing more exclusive benefits. For details, visit: grp.hsbc/DebitCard-ST-Jade-EN  The above offer of zero charges on overseas withdrawals applies to HSBC Group ATMs worldwide. Foreign exchange involves risks. Terms and conditions apply.    #HSBC #HSBCMastercardDebitCard #ForeignCurrencies",41,447,10
HSBC,2022-06-20,"【推薦好友轉用PayMe拎消費券，賺折扣優惠券兼隨時贏走Tesla 🤩】  朋友多多🤔？跟住PayMeow教你推薦親戚朋友轉用PayMe拎第二階段消費券，隨時贏大獎！    1️⃣自己登記咗轉用PayMe拎消費券先💡  2️⃣再撳入PayMe探索主頁「登記以PayMe領取消費券」，然後撳「推薦友好賞」橫額🤝  3️⃣撳「邀請朋友」📤  4️⃣對方接受邀請之後，按指示去政府消費券計劃網站完成登記就OK✅！    登記一經確認，你同你朋友每人都可以賺取港幣15元嘅折扣優惠券^💰。推薦好友越多、排名越高⏫，就越大機會得到智能手機📱，同終極大獎🏆Tesla！仲唔即刻去片跟住示範贏巨獎👀！   記得下載定PayMe跟住做：https://grp.hsbc/PMW2FBRefV 更多獎賞詳情：https://grp.hsbc/PMW2620OffPTC  #滙豐 #滙豐香港 #PayMeHK #2022年消費券計劃第二階段 #第二階段消費券 #全民一轉有賞 #推薦教學    *優惠推廣期至2022年（第二階段）消費券計劃登記期結束為止，所有獎賞送完即止。 獎品圖片只供參考。受條款及細則約束。 ^推薦人最多可獲取10張折扣優惠券 儲值支付工具牌照編號：SVFB002  【Refer friends to switch to PayMe, earn discount vouchers, win a Tesla🤩】  How can you refer as many friends as possible 🤔? PayMeow teaches you how to refer friends and family to receive the phase II consumption voucher with PayMe!  1️⃣Register to receive your consumption voucher with PayMe first 💡  2️⃣Tap the ‘Receive your consumption voucher with PayMe’ banner on Discover, then tap the referral banner under ‘PayMe exclusive offers’ 🤝  3️⃣Tap the ‘Invite friends’ button📤  4️⃣Your friend accepts your invitation and follows the steps on the government Consumption Voucher Scheme website to register ✅ Done!    Once registration is confirmed, you and your friend will get an HKD 15 discount voucher^💰. The more friends you invite, the more discount vouchers you earn and the better your chances of winning a Tesla 🚗 or a smartphone 📱. Watch the video and get ready to invite your friends 👀!  Download PayMe and get prepared: https://grp.hsbc/PMW2FBRefV Learn more: https://grp.hsbc/PMW2620OffP  #HSBC #HSBCHK #PayMeHK #2022PhaseIIConsumptionVoucherScheme #PhaseIICVS #RewardsforAll   *Promotion period ends at the end of the 2022 (Phase II) Consumption Voucher Scheme registration period. Rewards are available while stock lasts. Pictures for rewards are for reference only. Terms and conditions apply. ^Each referrer can earn 10 discount vouchers. SVF license: SVFB002",20,356,4
HSBC,2022-06-19,"【唔想俾人盜用戶口，點做好😖？】   想保障戶口安全，除咗唔好透露個人資料畀陌生人之外，仲可以點做？登登！💡其實仲要向銀行定期更新資料㗎！  為咗保障大家免受欺詐同防範金融罪案，大家應定期向我哋更新資料，當系統對客戶愈了解，就愈容易察覺到唔尋常嘅交易🧐。  要更新資料亦都好方便，除咗親身落分行，大家亦可透過網上銀行服務或客戶熱線去更新資料；另外我哋都會不定期以電話或電郵方式向你查詢有無需要更新個人資料，而所有資料亦會根據我哋嘅「資料私隱通知」受到保障；你都快啲更新資料，等滙豐幫你防範金融罪案啦💪🏼！  想知更多點樣保護個人戶口安全？即刻click入去睇啦 👉🏻https://www.hsbc.com.hk/zh-hk/help/cybersecurity-and-fraud/safeguard/   #滙豐 #定時更新資料 #同心打擊金融罪案   【How Should You Keep Account Fraudsters Away😖?】  What should you do to protect your account other than keep your personal information away from strangers?💡 You should also update your banking credentials regularly!  To keep fraudsters and financial crime at bay, you should regularly update your details with us - making our system more aware of unusual transactions based on your information provided🧐.  As convenient as it gets, you can now update your details through online banking or customer service hotline apart from making bank trips. We may also reach out via phone call or email from time to time to check if you need to update your personal details. Your personal data held with us is always safe and protected according to our Data Privacy Notice. Make your updates now to fight financial crime with HSBC💪🏼!  Learn more about your account’s safety: 👉🏻https://www.hsbc.com.hk/help/cybersecurity-and-fraud/safeguard/  #HSBC #UpdateYourInformationRegularly #FightFinancialCrimeTogether",3,47,3
HSBC,2022-06-17,"【All@滙豐One. All at once.｜想lead住潮流又keep住賺？】​ ​ 無論係好似COLLAR嘅Ivy咁想買新gadgets🎵，定係做foodie打卡🍔，抑或日日換造型post #OOTD👗，你都可以同Sumling一齊盡情買賺到盡！點做到？只要開滙豐One戶口，再出埋滙豐信用卡同用PayMe，就可以喺全港消費熱點盡享最潮商戶優惠🌟～用滙豐信用卡消費簽賬可以賺「獎賞錢」同指定商戶會員計劃積分，你仲可以揀即時做分期𠻹～ 各位蘇蝦🍤同雞湯🥣一齊開戶兼出卡，邊買邊賺all at once！​ ​ 立即邊買邊賺： 🌟最潮商戶優惠：以滙豐信用卡或PayMe於指定商戶消費享專屬折扣​ 🌟簽賬分期回贈：超過2,000間商戶可作即時分期 🌟滙豐白金Visa卡專屬優惠：高達6倍指定商戶會員計劃積分，逢會員折扣日可享高達92折​優惠  ・・・・・・・・​ 💡開立滙豐One戶口兼成功申請指定信用卡，可獲高達$1,100「獎賞錢」 💡用HSBC HK App 5分鐘開戶^ 📱 ，可享高達400港元現金獎賞！​ 加埋其他優惠可獲高達2,400港元獎賞，了解更多： grp.hsbc/22APoc_fbStc ​ 借定唔借？還得到先好借！ 須受有關條款及細則約束。​ ^實際所需時間或會因個別情況而有所不同 ​ 儲值支付工具牌照編號：SVFB002 ​  #滙豐One #Allat滙豐One #Allatonce #RewardCash #PayMe  【All@HSBC One. All at Once. How to keep the rewards coming while staying on top of the trends? 】  Whether you are thinking about buying new gadgets like Ivy@COLLAR🎵, satisfying your foodie urges 🍔, or giving your daily outfit a spark👗- you can now enjoy rewards along the way with all these purchases just like Sumling@COLLAR! All it takes is opening an HSBC One account and start using HSBC credit cards and PayMe for all the offers! You can enjoy instant instalment options with your credit cards while earning RewardCash and loyalty points at designated merchants.   Get more rewards while you spend: 🌟Enjoy the hottest offers when shopping at designated merchants using HSBC credit cards or PayMe 🌟Instalment Rebates: Leverage instalment payment options at over 2,000 merchants  🌟Exclusive HSBC Visa Platinum Card Offers: Earn up to 6x loyalty points at designated merchants and enjoy discount up to 8% during Member Day ・・・・・・・・ 💡Open an HSBC One account and earn up to $1,100 RewardCash when you successfully apply for a designated credit card 💡Open your HSBC One account with HSBC HK App in 5 minutes^📱 and enjoy up to HKD400 rewards.Earn up to HKD2,400 in total. Learn more at: grp.hsbc/22APoc_fbSen  To borrow or not to borrow? Borrow only if you can repay! Terms & Conditions Apply.  ^Actual required time may differ depending on individual circumstances. SVF License Number: SVFB002  #HSBCOne #AllatHSBCOne #Allatonce #RewardCash #PayMe",6,66,12
HSBC,2022-06-17,"【集合吧！PayMe天團打卡隊！】 百米級超大型 姜濤 同PayMeow都會出現喺滙豐總行巨型屏幕上面😍，慶祝轉用PayMe拎消費券🎊！    PayMe天團超大型Lightshow將會喺6月19日6點38分首播📺，即刻mark定日子📅，集齊所有忠粉過嚟打卡啦💪🏻！    唔知你有咩心水打卡地點可以影得靚啲呢📸？記得 Share埋畀其他「PayMe天團打卡隊」隊員知呀📢！到時見🏢！   記得下載PayMe：https://grp.hsbc/PMW2FBKTLS   #滙豐 #滙豐香港 #PayMeHK #2022年消費券計劃第二階段 #第二階段消費券 #全民一轉有賞   儲值支付工具牌照編號：SVFB002  【Calling all fans of the PayMe duo - get your cameras ready!】  Standing at over 100 metres tall, Keung To and PayMeow are making an appearance on the massive walls of the HSBC Main Building 😍 to celebrate switching to PayMe to receive the consumption voucher 🎊!   The PayMe duo’s massive light show will premiere on 19 June at 6:38pm 📺 so mark your calendar now 📅 and join all the fans checking in on social media 💪🏻!   Do you have an ideal photogenic spot? 📸 Don’t forget to share it with other fans of the PayMe duo 📢 See you there 🏢!   Remember to download PayMe: https://grp.hsbc/PMW2FBKTLS  #HSBC #HSBCHK #PayMeHK #2022PhaseIIConsumptionVoucherScheme #RewardsforAll    SVF license: SVFB002",67,1387,16
HSBC,2022-06-16,"【#滙豐好賞FUN 送爸爸大禮 港幣1,000元海港城禮品卡】   🎊滙豐好賞FUN🎊帶嚟父親節獻禮，等你揀份心意禮品，孝敬爸爸，講心之餘又講金。記得玩埋有獎遊戲，有機會贏到海港城禮品卡㗎🎁！  父親節獻禮：  💝用PayMe於EESE App消費🛍，享最高港幣750元折扣優惠：http://grp.hsbc/PaymeOnlineShopping-TC-FB 💝於香港樂高®探索中心正門售票處使用PayMe付款，可以優惠價港幣265元購買「奇趣套票」，包括門票乙張，VIP數碼照通行證及樂高®鑰匙扣一個🤩：http://grp.hsbc/PaymeLegoland-TC-FB 💝即日起至2022年9月30日，憑滙豐信用卡喺超過20間指定酒店食府簽賬🥩🍣，即可享低至7折優惠： http://grp.hsbc/HotelDining-TC-FB  有獎遊戲玩法： 1. 讚好滙豐香港 Facebook 專頁  2. 留言分享讚好爸爸嘅創意答案 (合共不多於5個字) ，並標記三位朋友 3. HSBC會以隨機抽獎形式抽出5位做齊以上步驟嘅朋友，每位將獲得海港城禮品卡一張，價值港幣1,000元  遊戲日期：2022年6月16日至2022年6月23日晚上11時59分 得獎名單公佈日期：2022年7月14日於此帖文公佈，並有專人聯絡領獎方法 遊戲條款及細則：https://grp.hsbc/6003zjWyz  優惠受條款及細則約束。 借定唔借？還得到先好借！儲值支付工具牌照編號：SVFB002  #滙豐 #滙豐信用卡 #PayMeHK #父親節獻禮   【#TheGreatGiveaway Win HKD1,000 Harbour City Gift Cards for your dad】  It‘s time to show your dad how much you appreciate all he does. HSBC presents 🎊 The Great Giveaway for Father's Day 🎊 With HSBC offers, you can splurge and pick a thoughtful gift for him. Join the giveaway for a chance to win Harbour City Gift Cards 🎁 !  Father's Day offers:  💝Pay with PayMe to enjoy up to HKD750 discount when you purchase from the EESE app 🛍:  http://grp.hsbc/PaymeOnlineShopping-EN-FB 💝Pay with PayMe to get a ‘Bricktastic Package’ for just HKD265 at LEGOLAND® Discovery Centre Hong Kong admission counter. The package includes one admission ticket, one VIP digital photo pass and one LEGO® keychain🤩: http://grp.hsbc/PaymeLegoland-EN-FB 💝Enjoy up to 30% off at over 20 designated hotel restaurants 🥩🍣  with HSBC Credit Card until 30 September 2022: http://grp.hsbc/HotelDining-EN-FB  How to play: 1. Like HSBC HK Facebook page 2. Leave your appreciation toward your dad in Comment Box (unleash your creativity in no more than 5 words) and tag 3 friends  3. HSBC will randomly draw 5 lucky winners, each receive a Harbour City Gift Card worth HKD1,000​  Promotion period: 16 Jun 2022 – 23 Jun 2022 11:59pm Winner announcement date: 14 Jul 2022 on this post; we will also contact winners individually for prize collection arrangements T&C: https://grp.hsbc/6006zjWGA  Terms and conditions apply.  To borrow or not to borrow? Borrow only if you can repay! SVF License Number: SVFB002  #HSBC #HSBCCreditCard #FathersDayOffers",633,1720,6
HSBC,2022-06-15,"【PayMeow「好賞多謝你」巡禮！慶祝轉用PayMe拎消費券🎊】   歡迎嚟到PayMeow「好賞多謝你」大型 Parade，🎺🥁 PayMeow帶埋班喵喵朋友仔巡遊香港一齊Hurray🎊！    好多謝你成為我哋270萬用戶之一🫂，好多謝超過35,000間大大小小嘅商店支持🏪！   咁多支持，PayMeow報恩當然唔會得個講字😽！為咗答謝大家嘅厚愛，我哋準備咗高達港幣4,000萬元嘅全民獎賞🎁，仲有Tesla Model 3等緊你揸走🚗！只要成功登記轉用 PayMe 拎消費券，就送你港幣25元折扣優惠券*，每成功推薦一個好友一齊轉，再額外送你同朋友港幣15元折扣優惠券^！🎉   其他豐富獎賞陸續有嚟📣。全民PayMe，多謝支持～7百萬個thx🎉！   立即下載PayMe：https://grp.hsbc/PMW2FBTHXV 更多獎賞詳情：https://grp.hsbc/PMW2615OffPTC  #滙豐 #滙豐香港 #PayMeHK #2022年消費券計劃第二階段 #全民獎賞   *優惠推廣期至2022年（第二階段）消費券計劃登記期結束為止，所有獎賞送完即止。 獎品圖片只供參考。受條款及細則約束。 ^推薦人最多可獲取多達10張折扣優惠券 儲值支付工具牌照編號：SVFB002  【Are you ready for the enchanting PayMeow thanksgiving parade? 🎊】   Welcome to the PayMeow thanksgiving parade 🎺🥁 PayMeow and his friends are touring around the town 🎊 Hurray!   Thank you so much for being one of our 2.7 million users 🫂! Many thanks to more than 35,000 outlets big and small 🏪! We couldn’t be more grateful for your support!    To put our words into action, we’ve prepared up to HKD 40 million in rewards 🎁 and a Tesla Model 3 to give away 🚗 ! You’ll get an HKD 25 discount voucher when you receive your consumption voucher with PayMe*. Make sure you invite your friends to switch too! For each successful referral, both you and your friend will get an extra HKD 15 discount voucher^.   More rewards to come 📣 Thanks to 7 million of us! 🎉    Download PayMe now: https://grp.hsbc/PMW2FBTHXV Learn more:https://grp.hsbc/PMW2615OffP  #HSBC #HSBCHK #PayMeHK #2022PhaseIIConsumptionVoucherScheme #RewardsforAll   * Promotion period ends at the end of the 2022 (Phase II) Consumption Voucher Scheme registration period. Rewards are available while stock lasts. Pictures for rewards are for reference only. Terms and conditions apply. ^Each referrer can earn a maximum of 10 discount vouchers. SVF license: SVFB002",29,681,5
HSBC,2022-06-15,"【退「優」定退「憂」？視乎你今日嘅準備】  如果你可以去到未來，你會見到退休後嘅自己重返校園，繼續學習？定係環遊世界，睇盡全球一山一水？最怕見到唔夠錢使，退唔到休仲要憂柴憂米！計劃退休唔只係中年人嘅事，其實每個人都可以及早開始儲蓄同計劃，預備充足，你隨時可以提早退休！  👇🏻根據最新滙豐 FinFit 調查，為退休作準備是港人首要的財政目標，而絕大部份「財政非常健康」人士已經為退休儲蓄作出完善計劃👇🏻 💡 其中90% 已經為退休生活制訂財務計劃，「財政不健康」人士只有13% 💡 98%會定期檢視退休儲蓄計劃，「財政不健康」人士只有22% 💡 95%會嚴格遵守退休儲蓄計劃，並達成階段目標，「財政不健康」人士只有16%  唔想落後於人？由呢一刻開始為退休規劃踏出第一步！滙豐提供多種工具，助你計劃退休🎁： 💡 「滙豐退休策劃指標」幫助你計算理想退休生活所需嘅資金 💡滙豐「 退休策劃計算機 」可以幫你預見未來，計算而家嘅儲蓄計劃夠唔夠應付退休生活所需，你可以透過調整儲蓄金額同退休開支，制訂更貼近現實嘅儲蓄計劃  #身體要Fit理財要FinFit！想財政更健康，就快啲去埋滙豐網頁了解更多FinFit調查結果同貼士🌟 [https://grp.hsbc/Finfit-fb1junTC]  #滙豐 #滙豐FinFit   【 Worry-free or worrisome retirement? The choice is yours to make today! 】  If you can travel to the future, would you like to see yourself going back to school to pick up new knowledge? Or travel around the world? Financial freedom means having enough retirement savings without worrying about making ends meet. When it comes to retirement planning, it’s never too early to start planning and saving! The more time you give your investment to grow, the higher the chance you can retire earlier than planned!   👇🏻According to the latest HSBC FinFit study, saving for retirement is the No.1 financial goal amongst all Hong Kong people. A majority of “financially very fit” individuals have already made plans for their retirement.  💡90% have made retirement plans vs 13% of “unfit” individuals  💡98% regularly review retirement saving plans vs 22% of “unfit” individuals 💡95% adhere strictly to retirement saving plans vs 16% of “unfit” individuals  Don’t want to stay behind? Start planning now with HSBC’s tools and resources🎁!  💡HSBC “Retirement Monitor” helps you calculate the amount you will need for your retirement life 💡HSBC “Retirement Planning Calculator” helps you foresee the future and determine if your saving plan is adequate enough to achieve your desired goals so you can adjust your plan accordingly  #StayHealthyStayFinFit To finance healthily, visit HSBC website for more FinFit insights and tips 🌟 [https://grp.hsbc/Finfit-fb1junEN]. #HSBC #HSBCFinFit",1,33,4
HSBC,2022-06-14,"【好賞多謝你！賞你哋瓜分高達港幣4,000萬獎賞 🎁】    我哋真係好多好多好多謝你，將PayMe融入你嘅生活🙇🏻‍♂️ 為咗多謝你哋嘅支持，我哋已經準備咗高達港幣4,000萬元嘅謝禮，仲有Tesla等你揸走 🚗！    全民轉用PayMe拎消費券，一轉有賞！成功登記轉用 PayMe 先賞港幣25元折扣優惠券，再賞你參加大抽獎，隨時贏走 Tesla Model 3！好嘢當然要開心 share 啦，每成功推薦一個好友一齊轉，你同 friend 子仲可以再賞多港幣15元折扣優惠券！🎉   立即下載PayMe：https://grp.hsbc/PMW2FBTHX 更多獎賞詳情：https://grp.hsbc/PMW2614OffPTC   #滙豐 #滙豐香港 #PayMeHK #2022年消費券計劃第二階段 #全民獎賞   *優惠推廣期至2022年（第二階段）消費券計劃登記期結束為止，所有獎賞送完即止。 獎品圖片只供參考。受條款及細則約束。 ^推薦人最多可獲取多達10張折扣優惠券。 儲值支付工具牌照編號：SVFB002  【Many thanks to all of you! Share up to HKD 40 million in PayMe thank you rewards 🎁】   Many thanks for making PayMe part of your life! To thank you for your support, we’ve prepared up to HKD 40 million in rewards to give away. Better yet, you’ll even gain a chance to win a Tesla 🚗!    Switch to PayMe to receive your consumption voucher and get an HKD 25 discount voucher, plus a chance to enter our lucky draw to drive home a Tesla Model 3. Since sharing is caring, don’t forget to invite your friends and spread the news. For each successful referral, both you and your friend will get an extra HKD 15 discount voucher. 🎉   Download PayMe now: https://grp.hsbc/PMW2FBTHX Learn more: https://grp.hsbc/PMW2614OffP   #HSBC #HSBCHK #PayMeHK #2022PhaseIIConsumptionVoucherScheme #RewardsforAll   *Promotion period ends at the end of the 2022 (Phase II) Consumption Voucher Scheme registration period. Rewards are available while stock lasts. Pictures for rewards are for reference only. Terms and conditions apply. ^Each referrer can earn a maximum of 10 discount vouchers. SVF license: SVFB002",13,233,5
HSBC,2022-06-13,"【急住搵工？想搵份兼職？小心中求職陷阱😤】  又到6月求職旺季，各位畢業生開始搵工未😌？不過搵還搵，如果廣告標榜「無需經驗」、「在家工作」、「人工高」呢啲字眼，就要分外小心喇❗   近日出現咗一啲招聘廣告，聲稱可以幫你輕鬆搵快錢，仲唔需要任何技能。不過就需要你留低個人資料，甚至要求你交出銀行密碼、信用卡資料，而「僱主」攞到你嘅資料後就會逃之夭夭😭！   唔想墮入騙徒陷阱，大家搵工嘅時候記住：  💡事先查清楚公司背景，唔好淨係留意工作內容  💡如果對方唔肯透露公司資料，或者淨係留低社交媒體、即時軟件嘅帳號，就一定要提高警覺  💡如果有公司喺您申請工作時就即時要求您提供敏感個人資料，就要小心提防，絕對唔好透露您嘅銀行登入資料、一次性密碼（OTP），甚至借出個人名義申請任何貸款   #身體要Fit理財要FinFit！唔想搵份工都遇上詐騙？即刻撳入去睇睇更多預防貼士👉🏻：https://grp.hsbc/Interview-Scam-FB-TC  #滙豐 #畢業生 #求職詐騙 #認真搵工 #記得要睇清楚工作內容 #小心保護個人資料 #滙豐FinFit  【Eager to get a job? Beware of Job Scams😤】  June is the high season for job-hunting! As fresh graduates, are you looking for jobs😌? While you’re doing that, stay vigilant for sugar-coated wordings such as “no experiences required”, “work from home” and “competitive salary”❗   Recently, there has been a number of job ads claiming that you could earn quick and easy money which require no experience. The only thing needed is your personal information, and sometimes even your bank account password and credit card credentials. After obtaining your information, these “employers” will immediately vanish into thin air😭!   To avoid falling into job scams, here are some tips you need to know:  💡Do background check on the company, don’t just rely on job descriptions  💡Watch out if the company refuses to disclose any of its information, or only provides its social media or messaging account 💡If you‘re asked to provide sensitive information at the start, that’s a huge red flag. Definitely don‘t give away information such as your online banking credentials, one-time passwords (OTP), and apply any loans on behalf of third parties   #StayHealthyStayFinFit! To prevent yourself from being scammed during job hunting, check out more tips here👉🏻: https://grp.hsbc/Interview-Scam-FB-EN  #HSBC #FreshGraduates #JobAdvertScams #StayAlertDuringJobHunting #PayAttentionToJobDescriptions #ProtectYourPersonalInformation #HSBCFinFit",8,58,3
