bank,id,date,message,pos_reaction,neg_reaction,shares,comments,Main_Business_Seg,Deposits,Foreign_Exchange,Acquisition,Loan,Mortgages,Credit_Cards,Investments,Insurance,Payment_and_Transfer,Branch,MPF,WM,Main_Topics,Education,Rebate,Beauty,Lucky_Draw,Travel,Bill_Payment,Food_and_drinks,Rewards,Salary,Shopping_and_Entertainment,Transport,Health_and_Wellness,Event_and_Festival,Celebrity_and_Influencers,Award,Community,Green,Consumption_Voucher,Metaverse_and_NFT,Promotion,Reminder,News,Remarks,hour,hour_time,Popularity
HSBC,26185,44698,"【滙豐白金Visa卡 x MoneyBack「易賞錢」App送你靚靚健康offer！】  何啟華 DeeGor Ho同梁業-肥仔雖然忙到甩轆，但一樣keep到至fit狀態！全因佢哋用咗滙豐白金Visa卡 x「易賞錢」App嘅綁卡升級獎賞，每年免費享用屈臣氏專業服務，包括註冊中醫門診同彩妝服務。每月逢8、18、28日「易賞錢」會員折扣日，喺屈臣氏實體店同網店更可享92折優惠，兼享日日都賺到嘅高達6倍「易賞錢」積分。所以話：世上無唔fit嘅男人，只有唔keep同仲未綁卡嘅人！  即刻綁卡：https://grp.hsbc/ASW_HSBC_WatsonsPro_App_TC  未有滙豐白金Visa卡？現成功申請更可享高達$1,000「獎賞錢」（相等於高達50,000「易賞錢」積分）：https://grp.hsbc/ASW_HSBC_WatsonsPro_CPP_TC ============================== 你都想升級新活，家添驚喜？只要綁定銀灰色，卡面右下方註有「Visa Platinum」字樣嘅「滙豐白金Visa卡」到「易賞錢」App即可獲以上升級獎賞，兼享網店免費送貨同更多禮遇！即睇詳情：https://grp.hsbc/ASW_HSBC_WatsonsPro_PP_TC  優惠須受條款及細則約束。借定唔借？還得到先好借！  此優惠適用於身處香港的滙豐信用卡持有人。   #滙豐白金Visa卡 #易賞錢 #綁卡賺升級獎賞 #升級新活家添驚喜 MoneyBack 易賞錢 Watsons  【HSBC Visa Platinum Card x MoneyBack App: More body care offers await】  Though Dee and Fatboy have got caught up in their work, they still manage to keep themselves in good shape. Their secret weapons are the HSBC Visa Platinum Card and MoneyBack App! With their offers, they can enjoy yearly Watsons professional services, including Watsons Chinese medicine consultation service and Watsons full makeup service, all free of charge. They can also enjoy 8% off on MoneyBack Member Day in Watsons eShop and physical stores on the 8th, 18th and 28th of each month, together with the everyday rewards of up to 6X MoneyBack Points. So if you want to get into shape, link your card to the app now!  Click here to link them up now: https://grp.hsbc/ASW_HSBC_WatsonsPro_App_EN  Don't have the HSBC Visa Platinum Card yet? Apply now to enjoy our welcome offer of up to $1,000 RewardCash (equals to up to 50,000 MoneyBack Points): https://grp.hsbc/ASW_HSBC_WatsonsPro_CPP_EN ============================== Elevate your quality of life today. Link your HSBC Visa Platinum Card, the silvery grey credit card with the Visa Platinum mark at the bottom-right corner, to the MoneyBack App to enjoy the above upgraded offers plus free delivery at eShop, etc. Explore offer details:  https://grp.hsbc/ASW_HSBC_WatsonsPro_PP_EN  Terms & Conditions apply. To borrow or not to borrow? Borrow only if you can repay! The promotion is intended for HSBC credit card holders in Hong Kong.  #HSBCVisaPlatinumCard #MoneyBack #LinkCardForUpgradedRewards #ElevatingYourQualityOfLife",289,33,4,21,Credit_Cards,0,0,0,0,0,1,0,0,0,0,0,0,Celebrity_and_Influencers,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,MoneyBack 易賞錢 何啟華 梁業 優惠,18,18,0.020477217
HSBC,26133,44742,【好消息！更多超市同商戶陸續加盟PayMe！🛒】   日常消費用PayMe都pay到喎pay到喎～嚟緊會有更多超市品牌接受PayMe付款！而喺 8月前，就由惠康超級市場 Wellcome Supermarket及特色超市率先登場🕺🏻！用PayMe一掃即pay，smart住買餸同生活用品🪥。   即睇各大接受PayMe付款超市名單🔎：  DON DON DONKI Hong Kong  HKTVmall  士多 Ztore  GET FRESH O2O by 阿豬配達屋  AbouThai 阿布泰國生活百貨  惠康超級市場 Wellcome Supermarket (8月前)  Market Place (8月前)  3hreesixty (8月前)  Oliver's The Delicatessen (8月前)  Jasons ichiba (8月前)   留言話畀我哋知，你仲想邊間商戶加入PayMe啦🏬！ _x000B_其餘商戶將陸續加入，留意最新資訊📰，或者上我哋嘅商戶名單睇吓啦👩🏻‍💻：https://grp.hsbc/6182zl6Vy  儲值支付工具牌照編號：SVFB002   #滙豐 #滙豐香港 #PayMeHK #2022年消費券計劃第二階段 #消費 #生活百貨  【Good news! More supermarkets and businesses are joining PayMe 🛒】   Pay with PayMe for everyday spending! Check out the supermarkets that are getting ready to accept PayMe! Wellcome Supermarket and featured supermarkets are joining PayMe before August🕺🏻 Scan to pay with PayMe and be a smart shopper 🪥  See the list of supermarkets that accept PayMe: 🔎 DON DON DONKI Hong Kong  HKTVmall  士多 Ztore  GET FRESH O2O by 阿豬配達屋  AbouThai 阿布泰國生活百貨  惠康超級市場 Wellcome Supermarket (before August)   Market Place (before August)   3hreesixty(before August)   Oliver's The Delicatessen (before August)   Jasons ichiba (before August)    Any businesses you’re still waiting for them to join PayMe? Leave a comment and let us know! 🏬   More businesses are joining PayMe every day. Stay tuned for our updates 📰 or head over to our list of businesses 👩🏻‍💻: https://grp.hsbc/6182zl6Vy   SVF license: SVFB002   #HSBC #HSBCHK #PayMeHK #2022PhaseIIConsumptionVoucherScheme #ConsumptionVoucher #Grocery,241,4,13,26,Payment_and_Transfer,0,0,0,0,0,0,0,0,1,0,0,0,Shopping_and_Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,超市 PayMe 消費券,16,16,0.019992161
HSBC,26153,44726,"【好賞多謝你！賞你哋瓜分高達港幣4,000萬獎賞 🎁】    我哋真係好多好多好多謝你，將PayMe融入你嘅生活🙇🏻‍♂️ 為咗多謝你哋嘅支持，我哋已經準備咗高達港幣4,000萬元嘅謝禮，仲有Tesla等你揸走 🚗！    全民轉用PayMe拎消費券，一轉有賞！成功登記轉用 PayMe 先賞港幣25元折扣優惠券，再賞你參加大抽獎，隨時贏走 Tesla Model 3！好嘢當然要開心 share 啦，每成功推薦一個好友一齊轉，你同 friend 子仲可以再賞多港幣15元折扣優惠券！🎉   立即下載PayMe：https://grp.hsbc/PMW2FBTHX 更多獎賞詳情：https://grp.hsbc/PMW2614OffPTC   #滙豐 #滙豐香港 #PayMeHK #2022年消費券計劃第二階段 #全民獎賞   *優惠推廣期至2022年（第二階段）消費券計劃登記期結束為止，所有獎賞送完即止。 獎品圖片只供參考。受條款及細則約束。 ^推薦人最多可獲取多達10張折扣優惠券。 儲值支付工具牌照編號：SVFB002  【Many thanks to all of you! Share up to HKD 40 million in PayMe thank you rewards 🎁】   Many thanks for making PayMe part of your life! To thank you for your support, we’ve prepared up to HKD 40 million in rewards to give away. Better yet, you’ll even gain a chance to win a Tesla 🚗!    Switch to PayMe to receive your consumption voucher and get an HKD 25 discount voucher, plus a chance to enter our lucky draw to drive home a Tesla Model 3. Since sharing is caring, don’t forget to invite your friends and spread the news. For each successful referral, both you and your friend will get an extra HKD 15 discount voucher. 🎉   Download PayMe now: https://grp.hsbc/PMW2FBTHX Learn more: https://grp.hsbc/PMW2614OffP   #HSBC #HSBCHK #PayMeHK #2022PhaseIIConsumptionVoucherScheme #RewardsforAll   *Promotion period ends at the end of the 2022 (Phase II) Consumption Voucher Scheme registration period. Rewards are available while stock lasts. Pictures for rewards are for reference only. Terms and conditions apply. ^Each referrer can earn a maximum of 10 discount vouchers. SVF license: SVFB002",233,5,13,15,Payment_and_Transfer,0,0,0,0,0,0,0,0,1,0,0,0,Lucky_Draw,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,獎賞 PayMe 消費券 優惠券 大抽獎,21,21,0.018051935
HSBC,26117,44755,"【All@滙豐One. All at once.｜太多開支記到頭都大？】  除咗好似 COLLAR嘅阿Day咁做「為食擔當」🍓，你都可以做「預算擔當」🔢！聽Candy教路，學識用HSBC HK App嘅「個人預算」功能📱，咁就可以隨時隨地auto track你嘅budget同使費，所有支出都記得一清二楚👏🏻，唔使再自己記到頭都大～咁方便，你都快啲開返個滙豐One戶口率先試用啦！  一齊撳幾撳睇清開支，了解自己： ✅ 登入HSBC HK App用「個人預算」功能：有幾多個銀行戶口同信用卡戶口都好，每項使費都一眼睇晒，仲自動幫你track住𠻹！ ✅  Set「預算」追蹤：Set定每月預算，使大咗都有人提，用錢用得更加smart啦！ ✅  Check住每月消費總結：隨時比較過去最多12個月嘅開支，每個類別使咗幾多錢，都清清楚楚！  ・・・・・・・・ 💡用HSBC HK App 5分鐘開戶^📱，可享高達400港元現金獎賞！ 加埋其他優惠可獲高達2,400港元獎賞，了解更多：grp.hsbc/22APoc_fbMm1tc  *須受有關條款及細則約束。 ^實際所需時間或會因個別情況而有所不同   #滙豐 #滙豐One #Allat滙豐One #Allatonce #個人預算  【All@HSBC One. All at once - Having Trouble to Keep Track of All Your Expenses?】  When you're an expert foodie like Day@COLLAR 🍓, why not becoming an expert in budgeting too🔢! Thanks to some tips from Candy@COLLAR, Day is now fluent with the ‘Budget’ tool on the HSBC HK App📱and uses it to automatically track her budget and spending on the go 👏🏻 . Now there is no need to exert extra effort to track every transaction with our help, and it all comes with HSBC One, so join us today!  Get to know yourself by understanding your spending habits: ✅ Use ‘Budget’ and automatically track expenses across every HSBC banking and credit card accounts for a holistic view with HSBC HK App. ✅ Set your budget to control your monthly expenses with reminder when you overspend. ✅ Access monthly summaries and compare expenses from the up to the past 12 months for insights on spending across different categories.  ・・・・・・・・ 💡Open your HSBC One account with HSBC HK App in 5 minutes^📱 and enjoy up to HKD400 rewards. Earn up to HKD2,400 in total*. Learn more at: grp.hsbc/22APoc_fbMm1en  *Terms & Conditions Apply. ^Actual required time may differ depending on individual circumstances.  #HSBC #HSBCOne #AllatHSBCOne #Budget",265,32,5,9,Payment_and_Transfer,0,0,0,0,0,0,0,0,1,0,0,0,Celebrity_and_Influencers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,開支 COLLAR,18,18.03333333,0.017178834
HSBC,26172,44706,"【All@滙豐One. All at once.｜後生仔福利：減低投資成本有妙法】  就快踏入20歲嘅COLLAR成員Day聽咗Marf教路，加入滙豐Trade25*，享用後生仔福利😎，以低成本開始投資！每月只需25港元，就可以✨$0佣及$0平台費買賣港股、美股、中國A股！宜家首次指定投資500港元，仲送你500港元起步投資獎賞（買入股票都合資格㗎👀），咁就可以輕鬆投資賺經驗啦👍～仲有Easy Invest App入面嘅「滙豐交易追蹤」，等你清楚了解股票資訊～仲獨家放送Top 5%投資者買賣緊嘅十大熱門股票，跟貼個市無難度！  簡單2個步驟，體驗滙豐Trade25 $0佣金交易： ✅只要介乎18至25歲，並已開立滙豐投資戶口 1️⃣下載HSBC HK Easy Invest App 2️⃣登入並在「選單」選擇「Trade25」即可加入  ・・・・・・・・ 💡經網上或流動理財首次以不少於500港元完成股票或基金投資買入交易，可享500港元現金獎賞！ 💡用HSBC HK App 5分鐘開戶^📱，仲可享高達400港元現金獎賞！ 加埋其他優惠可獲高達2,400港元獎賞，了解更多：grp.hsbc/22APoc_fbW1tc_x000B_ 投資涉及風險。須受有關條款及細則約束。 *只限18至25歲並持有投資戶口的客戶。受細則約束。$0佣適用於每月累計交易量首250,000港元。 ^實際所需時間或會因個別情況而有所不同   #滙豐One #Allat滙豐One #Allatonce #Trade25 #FlexInvest   【All@HSBC One. All at Once. Invest smarter with lower cost for next generation】  As Day@COLLAR’s 20th birthday approaches, she joined Trade25* thanks to Marf’s advice to utilise bespoke service tailored for the young generation 😎 with only HKD25 a month and enjoy ✨$0 commission and platform fees when trading HK, US and China A shares. Earn HKD500 cash rewards when you make your first designated investment of HKD500 (while buying stocks count👀) to enrich your investment experience👍! Learn more about the Top 10 stocks that HSBC's top 5% performing traders are trading on HSBC TradeTrack from Easy Invest App and stay ahead of market trends.  Experience $0 commission trading on Trade25 with two steps: ✅For holders of HSBC investment accounts aged 18 to 25. 1️⃣Download the HSBC HK Easy Invest App. 2️⃣Log on and select Trade25 in the menu to begin!  ・・・・・・・・ 💡Buy your first stocks or funds of HKD500 or above via Online or Mobile Banking to receive up to HKD500 rewards. 💡Open your HSBC One account with HSBC HK App in 5 minutes^📱 and enjoy up to HKD400 rewards. Earn up to HKD2,400 in total. Learn more at: grp.hsbc/22APoc_fbW1en  Investment involves risk. Terms & Conditions Apply.  *You must be aged 18 to 25 and hold an HSBC investment account. Conditions apply. $0 commission trading is applicable to the first HKD250,000 trading volume per month. ^Actual required time may differ depending on individual circumstances.  #HSBCOne #AllatHSBCOne #Allatonce  COLLAR",220,11,17,18,Investments,0,0,0,0,0,0,1,0,0,0,0,0,Rewards,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,投資 COLLAR 獎賞 $0佣金,18,18.56666667,0.0168878
HSBC,26089,44773,"【海外留學買旅遊保都夠「保」？】  去旅行有旅遊簽證✈️，去留學有學生簽證📚，咁出國留學又點同旅行，單靠旅遊保又點會夠呢？   旅遊保每次旅程嘅保障期通常唔超過100日，有都隨時好貴。滙豐「海外升學萬全保」嘅保障期則長達1年，而保障範圍亦更廣泛，無論係全球個人物品、醫療定係旅遊都保到，保障仲覆蓋埋實習、兼職添✅   由即日起至10月31日成功投保更即獲9折優惠*同港幣200元一田現金券！   🎓升學：高達港幣30萬不能取回的學費或按金賠償，若受保學生因指定事件而無法繼續學業。 💊醫療及意外：高達港幣250萬醫療費用保障  🏠全球個人物品:在香港以外地區升學旅程期間的個人物品都可以獲得保障  ✈️旅遊：旅程延誤、取消旅程和行程縮短，都可獲保障   準備去海外升學嘅你，即刻Click入去了解更多啦👉🏻http://grp.hsbc/OSS7TC  *優惠適用於投保新保單及往後之續保保單（如適用） 由香港上海滙豐銀行有限公司（「滙豐」）及安盛保險有限公司（「AXA安盛」）聯合刊發。任何滙豐「海外升學萬全保」的推廣優惠將受到由AXA安盛刊發之條款及細則約束。   #滙豐 #海外升學萬全保 #海外留學生保險  【Is Travel Insurance A Good Fit For Overseas Study?】  Preparing travel visas for overseas trips✈️ and student visas for studying abroad📚? Don't forget a plan covering more than just a travel insurance if you are studying out of town!   For travel insurance holders struggling with the usual 100-day coverage limit for each trip or the cost is very expensive, the HSBC “Overseas StudySurance'' provides a more extensive protection for up to a year, covering Worldwide personal belongings, medical expenses, travel and more - even including internship and part-time jobs✅!   From now until 31 October, enjoy 10% off and HKD200 YATA vouchers with your successful application!   🎓Education: Covers irrecoverable school fees or deposits up to HKD 300,000 if the insured student cannot continue his study due to the specific events 💊Medical care and accidents: Medical expenses benefits of up to HKD2,500,000  🏠Worldwide personal belongings: Covers for the insured student's personal belongings while travelling outside Hong Kong SAR during the study trip. ✈️Travel: Protection on travel delay, cancellation, and shortened trips   Click here for details if you are planning to study overseas👉🏻http://grp.hsbc/OSS7EN   *The discount applies at policy inception and renewal afterwards (if applicable) Issued by the Hongkong and Shanghai Banking Corporation Limited (“HSBC”) and AXA General Insurance Hong Kong Limited (“AXA”). Any kind of offering in respect HSBC Overseas StudySurance, shall be subject to the Terms and Conditions issued by the insurer AXA.   #HSBC #OverseasStudySurance #OverseasStudentsSupport",231,11,12,4,Insurance,0,0,0,0,0,0,0,1,0,0,0,0,Travel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,海外留學 優惠 現金券,18,18.01666667,0.01611171
HSBC,26110,44758,"【世界故事 香港靈感】   某年某日，當你漫步於異國他鄉，可能隨時都會驚奇地發現，原來度度都有屬於香港嘅影子。    香港與世界，世界與香港，互相啓發。    滙豐會不斷努力，同大家繼續，#滙見新可能！    #滙豐 #滙見新可能 #世界故事香港靈感  【The world, inspired by Hong Kong】    When you stroll around the streets of another city, you may be pleasantly surprised by the things that take inspiration from Hong Kong.    The world and Hong Kong are a constant source of inspiration for one another.     HSBC will continue to open up a world of opportunity!    #HSBC #OpeningUpAWorldOfOpportunity #TheWorldInspiredByHongKong",212,4,15,9,Acquisition,0,0,1,0,0,0,0,0,0,0,0,0,Community,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,香港靈感,12,12,0.015723665
HSBC,26101,44764,"【 香港故事  世界靈感】   🎶挑戰，請嘗試讀出(唔准唱！)以下句子「浪奔，登登登！浪流，頓頓頓！」。係咪mission impossible呢？逛一逛上海灘🌊，行一行富士山下🗻，再遇上哥本哈根🇩🇰的另一個我。原來有啲世界元素，已經刻喺我哋DNA度。  充滿創造力嘅香港人，行遍世界，吸收靈感，創造屬於我哋嘅獨特故事。🌏香港與世界，世界與香港，互相啓發。滙豐會不斷努力，同大家繼續，滙見新可能！   你哋嘅周圍有冇呢啲「香港 x 世界」嘅元素？不妨留言分享啦！  #滙豐 #滙見新可能 #香港故事世界靈感  【Hong Kong, inspired by the world】  Global culture is fully ingrained into the Hong Kong DNA:   songs  about The Bund in Shanghai  🌊, songs about  strolling around the foot of Mount Fuji 🗻and being another version of yourself in Copenhagen🇩🇰…these all take inspiration from different countries🌏!  Hong Kong and the world constantly inspire one another, and HSBC will continue to work along you to open up a world of opportunity!   Any ""Hong Kong x the world"" elements in your neighbourhood? Let us know in the comments!  #HSBC #OpeningUpAWorldOfOpportunity #HongKongInspiredByTheWorld",225,26,15,16,Acquisition,0,0,1,0,0,0,0,0,0,0,0,0,Community,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,香港故事,12,12,0.015529642
HSBC,26012,44841,"【滙豐Mobile Banking獨家呈獻：《DuoVerse》之新用戶撲飛攻略🙋‍ 】  聽講要係HSBC HK App用戶先可以睇Tyson Yoshoi X Serrini 《DuoVerse》音樂會😎 …立即下載成為新用戶就得啦。  💡現有HSBC客戶但未有HSBC HK App👉 立即下載，並按「未登記網上理財?」連結個人戶口。 💡仲未成為HSBC客戶👉 下載後即可5分鐘快速開戶#。  所有新舊HSBC HK App📱用戶做齊上述步驟之後，即日起至2022年12月31日，再跟住以下步驟就可以參加抽獎，有機會贏走音樂會門票*🎫  HSBC新用戶仲送5次抽飛機會同港幣50元獎賞😎 ^  步驟1️⃣：登記參加抽獎👉http://grp.hsbc/DP1007T  步驟2️⃣：登入HSBC HK App📱 步驟3️⃣：查閱App內「個人預算」頁面+📊  登入 HSBC HK App 越多📱，贏取門票機會越大🎁，立即下載撲飛啦：👉http://grp.hsbc/DP1007TA   #HSBC #HSBCMobileBanking #全民Logon #Serrini #TysonYoshi #HSBCHKApp #DuoVerse  *優惠須受條款及細則約束和適用於身處香港人士。 # 實際所需時間或會因個別情況而有所不同。 +HSBC HK App新用戶成功首次登入後，需等三個工作天方可瀏覽「個人預算」頁面。 ^港幣50元PayMe獎賞為折扣優惠券，可於使用PayMe惠顧任何 PayMe for Business 商戶時自動扣減 (儲值支付工具牌照編號：SVFB002)  [HSBC Mobile Banking Presents: The New User’s Guide to《DuoVerse》Music Show🙋]  So you’ve heard the show is exclusively for HSBC HK App users…what are you waiting for? Be an HSBC HK App user now!   💡If you are an HSBC customer but haven’t used HSBC HK App before👉 download the app📱, tap “Not registered for online banking?” and follow the instructions to link your account.  💡If you are not an HSBC customer yet👉 open an account via the HSBC HK App📱 in just five minutes#.  All HSBC HK App users can enter the lucky draw* by following the steps below from now till 31 December 2022. 😎  New HSBC App users can even get FIVE extra chances in the lucky draw as well as HKD50 reward^!  Step 1️⃣: Register for the lucky draw 👉http://grp.hsbc/DP1007E Step 2️⃣: Log on to HSBC HK App 📱 Step 3️⃣: Check “Budget” tab+📊  The more you log on, the higher your chances get🎁. Download now: 👉http://grp.hsbc/DP1007EA   #HSBC #HSBCMobileBanking #Serrini #TysonYoshi #HSBCHKApp #DuoVerse  TysonYoshi Serrini *The offers are intended for persons in Hong Kong. Terms and conditions apply. # Actual time may differ depending on individual circumstances. ^HKD50 PayMe discount vouchers will be automatically applied to your next purchase at any PayMe for Business merchant when you pay with PayMe (SVF license no: SVFB002)  + Three working days are needed to visit the “Budget” page for new users who first time logon to HSBC HK App successfully.",212,28,11,33,Acquisition,0,0,1,0,0,0,0,0,0,0,0,0,Shopping_and_Entertainment,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Tyson Yoshoi  Serrini 音樂會 抽獎 獎賞,20,20.13333333,0.01533562
HSBC,26097,44766,"【滙豐「點Pay都得」學院 | 放Break睇真啲❗ 】  上咗咁多堂，係咪已經識晒咁多種分期計劃先？梗係啦，因為一級導師林海峰Jan Lamb咁畀心機教👍，9896級學生Jeannie NG又咁畀心機學💪，所以你哋應該都好清楚滙豐「點Pay都得」有齊5種分期計劃，無論係即簽即分期、簽完先分期、拎出嚟分期、乜都可分期或者要用即時拎，你都可以因應唔同需要，揀番個啱用嘅分期計劃，咁以後無論大數或細數，識得分開畀，自然就更易Pay！唔止咁呀，記得首次用商戶免息分期及簽賬分期，仲賺到高達$400「獎賞錢」㖭！  「點Pay都得」學院嘅堂仲未完㗎☝️，之後會再同大家補補習，但而家就放個Break先，畀大家睇吓上堂實況，公開佢哋嘅絕密搞笑片段啦，即刻去片👇🏻～  今期優惠重點*📕： 💡首次使用商戶免息分期及簽賬分期，可享高達$400「獎賞錢」 💡申請現金套現分期、分期「萬應錢」或者循環「萬應錢」更享其他優惠  詳情: https://grp.hsbc/6185zxrWv  *優惠須受條款及細則約束。此優惠適用於身處香港人士。 借定唔借？還得到先好借！ #滙豐 #點Pay都得 #分開畀 #更易Pay #全城熱選Number1BuyNowPayLater #Number1BNPL #BNPL  【HSBC. No.1 BNPL Academy | Take a break and go behind the scenes❗】  With a few lessons at the HSBC. No.1 BNPL Academy, are you able to master our variety of payment solutions? Thanks to the expert tuition of Jan 👍 and the hardworking 9896-grade student Jeannie 💪 , you’re now an expert on the 5 products under the “HSBC. No.1 Buy Now Pay Later”, including the Interest-free Merchant Instalment, Instalment Loan, Spending Instalment, Cash-out Instalment, and Standby Credit. Just pick a payment solution that suits your needs and budget and repay at your own pace! Remember, first time users of Interest-free Merchant Instalment and Spending Instalment can enjoy up to a total of $400 RewardCash!  School isn’t over yet! More lessons are coming. But let’s take a break now and watch the unseen funny footage from the vault. Here we go👇🏻!  Key Offers Highlight*📕: 💡Enjoy up to $400 RewardCash for the use of Interest-free Merchant Instalment and Spending Instalment for the first time 💡Apply Instalment Loan, Cash-out Instalment, and Standby Credit for more offers  Learn more:  https://grp.hsbc/6186zxrWa   Terms & Conditions apply.  To borrow or not to borrow? Borrow only if you can repay!  #HSBC",196,15,17,23,Credit_Cards,0,0,0,0,0,1,0,0,0,0,0,0,Celebrity_and_Influencers,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,分期 林海峰 Jeannie NG 獎賞錢 萬應錢,18,18.11666667,0.014656541
HSBC,26118,44755,"【滙豐信用卡 - 最紅大折日：最紅SUMMERverse 即將上演！】   話明係全港至強獎賞陣營，獎賞梗係鋪天蓋地🌤，仲多到上元宇宙「最紅SUMMERverse」 𠻹呀！聽個名就知，呢個係Summer + Meta""verse"" 嘅夏日限定元宇宙～ 用咗Minecraft嘅虛擬世界 1:1 還原食、買、玩聖地尖沙咀，體驗「周圍都係」嘅至強獎賞陣營，畀你任意穿梭之餘，仲可以收集「『獎賞錢』寶藏🎁」，唔好錯過呀～  今次仲係滙豐首個元宇宙Game！就連至強組合楊樂文 LokmanYeung  X  梁業-肥仔 X Gao 都會化身成虛擬人物同你一齊玩🕹️～ 究竟有咩好玩、有咩獎賞？📍7月15日就知喇！而家，一齊睇呢個「最紅SUMMERverse」同三位隊長嘅avatars係點樣誕生㗎啦～   睇完記得投入現實中嘅當夏熱賞呀🎊～ 快啲去滙豐Reward+登記最紅大折日嘅優惠，喺本地簽賬仲可以勁賺高達額外$1,600「獎賞錢」啦！即睇：https://grp.hsbc/6183zSbif _x000B_  優惠須受條款及細則約束。借定唔借？還得到先好借！_x000B_此優惠適用於身處香港的滙豐信用卡持有人。_x000B_  #全港至強獎賞陣營 #獎賞錢易使易賺 #好賞過Summer #滙豐信用卡 #最紅大折日 #Minecraft #SUMMERverse #元宇宙  【HSBC Credit Card - Red Hot Festival: The SUMMERverse is coming soon!】  With our massive network of rewards, you can find offers everywhere🌤, from real life to the SUMMERverse – a blend of ‘Summer’ and ‘Metaverse’! This Minecraft virtual world has recreated Tsim Sha Tsui, a hotspot to shop, eat and play, in 1:1 ratio. When exploring the SUMMERverse, you can collect RewardCash treasures🎁 everywhere. So don’t miss out!  This is the first-ever Metaverse game created by HSBC🕹️, with the all-star lineup of Lokman, Fatboy, and Gao, transforming into virtual avatars to guide you around. To see what rewards and fun await you in the SUMMERverse, join us on 📍15 July to find out. And if you want to see how this SUMMERverse and the avatars of the three captains were made, watch the video now!  Meanwhile, make the most of summer in real life with our rewards🎊. Register for the Red Hot Festival offers in the HSBC Reward+ app to receive up to an extra $1,600 when you spend locally with an HSBC credit card. Learn more: https://grp.hsbc/6184zSbiA   Terms & Conditions apply. To borrow or not to borrow? Borrow only if you can repay! The promotion is intended for HSBC credit card holders in Hong Kong.  #AMassiveNetworkofOffers #EarnandBurnRewardCashSmarter #EnjoySummerwithMoreOffers #HSBCCreditCard #RedHotFestival #Minecraft #SUMMERverse #Metaverse",211,4,8,2,Credit_Cards,0,0,0,0,0,1,0,0,0,0,0,0,Metaverse_and_NFT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,信用卡 元宇宙 虛擬世 獎賞錢 楊樂文 梁業 Gao,12,12,0.014268496
HSBC,26170,44707,"【PayMe 用戶限定！喺7-Eleven買滿港幣20元即回贈港幣6元 🤑】  用 PayMe 畀錢，梗有著數喺左近？無錯！PayMe 已經遍佈全港超過1,000間 7-Eleven，畀錢方便啲，仲有獨家優惠幫你慳多啲！🤩  而家用 PayMe 去7-Eleven 單一消費滿港幣20元或以上，可享港幣6元即時回贈。喺推廣期內，每位用戶最多可以享兩次優惠。  優惠去到6月14日咋，而且數量有限，換完就無㗎喇，仲唔嗱嗱臨行動？🍫🍪🥤  立即下載PayMe慳多啲！_x000B_ iOS: https://grp.hsbc/6187y9Or9 _x000B_ Android: : https://grp.hsbc/6188y9Ori 即去 PayMe App「探索」主頁了解更多詳情。  優惠須受條款及細則約束。此優惠適用於身處香港人士。 儲值支付工具牌照編號：SVFB002 _x000B_ 【PayMe exclusive! Get an HKD 6 instant rebate when you spend HKD 20 at 7-Eleven 🤑】  PayMe perks are everywhere! 🎁 Not only can you pay with PayMe at over 1,000 7-Eleven, you can also enjoy a new exclusive offer! 🤩  Get an HKD 6 instant rebate when you spend HKD 20 or more in a single transaction at 7-Eleven and pay with PayMe. You can enjoy this offer twice during the promotion period.  The offer runs until 14 June, but it’s strictly limited and may end early, so make sure to redeem it while you can! 🍫🍪🥤  Download PayMe now and save more! iOS: https://grp.hsbc/6187y9Or9  Android: : https://grp.hsbc/6188y9Ori Check out the Discover page in PayMe for more details.  This offer is intended for persons in Hong Kong. Terms and conditions apply. SVF license no: SVFB002  #滙豐 #HSBC #HSBCPayMe #PayMeHK #PayMeow #7ElevenHK #7Eleven便利店",188,6,20,9,Payment_and_Transfer,0,0,0,0,0,0,0,0,1,0,0,0,Rebate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PayMe 7-Eleven 回贈 優惠,12,12,0.013686428
