序号,关键词,关键词详情链接,热搜数,博主,博文内容,转发的博文内容,发布时间,来自,转发数,评论数,点赞数,页面网址,博文内图片地址,博文内视频地址,采集时间
8,你有多年后才明白的道理吗,https://s.weibo.com/weibo?q=%23%E4%BD%A0%E6%9C%89%E5%A4%9A%E5%B9%B4%E5%90%8E%E6%89%8D%E6%98%8E%E7%99%BD%E7%9A%84%E9%81%93%E7%90%86%E5%90%97%23&t=31&band_rank=8&Refer=top,408295,h***,"
                    多年后，才发现，其实挺帅的hhhhhhhhhhhhh加狗头#你有多年后才明白的道理吗# ​                ",,,,,,,https://s.weibo.com/weibo?q=%23%E4%BD%A0%E6%9C%89%E5%A4%9A%E5%B9%B4%E5%90%8E%E6%89%8D%E6%98%8E%E7%99%BD%E7%9A%84%E9%81%93%E7%90%86%E5%90%97%23&t=31&band_rank=8&Refer=top,https://wx4.sinaimg.cn/orj360/5d0e287dgy1h6usbjeqnuj222o340b2b.jpg,,2022-10-05 22:35
8,你有多年后才明白的道理吗,https://s.weibo.com/weibo?q=%23%E4%BD%A0%E6%9C%89%E5%A4%9A%E5%B9%B4%E5%90%8E%E6%89%8D%E6%98%8E%E7%99%BD%E7%9A%84%E9%81%93%E7%90%86%E5%90%97%23&t=31&band_rank=8&Refer=top,408295,朴***,#你有多年后才明白的道理吗#不要为任何没有实现的承诺提前开心。 ​                ,,,,,5,29,https://s.weibo.com/weibo?q=%23%E4%BD%A0%E6%9C%89%E5%A4%9A%E5%B9%B4%E5%90%8E%E6%89%8D%E6%98%8E%E7%99%BD%E7%9A%84%E9%81%93%E7%90%86%E5%90%97%23&t=31&band_rank=8&Refer=top,,,2022-10-05 22:35
8,你有多年后才明白的道理吗,https://s.weibo.com/weibo?q=%23%E4%BD%A0%E6%9C%89%E5%A4%9A%E5%B9%B4%E5%90%8E%E6%89%8D%E6%98%8E%E7%99%BD%E7%9A%84%E9%81%93%E7%90%86%E5%90%97%23&t=31&band_rank=8&Refer=top,408295,i***,#你有多年后才明白的道理吗#有 太多了 ​                ,,,,,,,https://s.weibo.com/weibo?q=%23%E4%BD%A0%E6%9C%89%E5%A4%9A%E5%B9%B4%E5%90%8E%E6%89%8D%E6%98%8E%E7%99%BD%E7%9A%84%E9%81%93%E7%90%86%E5%90%97%23&t=31&band_rank=8&Refer=top,,,2022-10-05 22:35
8,你有多年后才明白的道理吗,https://s.weibo.com/weibo?q=%23%E4%BD%A0%E6%9C%89%E5%A4%9A%E5%B9%B4%E5%90%8E%E6%89%8D%E6%98%8E%E7%99%BD%E7%9A%84%E9%81%93%E7%90%86%E5%90%97%23&t=31&band_rank=8&Refer=top,408295,e***,#你有多年后才明白的道理吗#该走的弯路一米都不会少，但是走的每一步都算数 哦耶✌🏿 ​                ,,,,,,,https://s.weibo.com/weibo?q=%23%E4%BD%A0%E6%9C%89%E5%A4%9A%E5%B9%B4%E5%90%8E%E6%89%8D%E6%98%8E%E7%99%BD%E7%9A%84%E9%81%93%E7%90%86%E5%90%97%23&t=31&band_rank=8&Refer=top,,,2022-10-05 22:36
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,参***,"
                    【近5000万只禽类被扑杀：#欧洲暴发史上最大规模禽流感#】据埃菲社哥本哈根10月3日电，欧洲疾病预防与控制中心（ECDC）3日发出警告，欧洲正在经历有记录以来最大规模的高致病性禽流感疫情，病例数量和地理分布范围都创下历史纪录。ECDC和欧盟食品安全局的最新数据显示，迄今共暴发2467起家禽疫情，4800万只禽类在受影响的场所被扑杀，发现187例圈养禽类病例和3573例野生动物病例。报道称，疫情的地理分布之广是“前所未有的”，从斯瓦尔巴群岛（位于挪威北极地区）到葡萄牙南部和乌克兰东部，影响了37个欧洲国家。虽然有记录的病例数量创新高，而且已传播到多种哺乳动物身上，但对人群的总体风险仍然处于较低水平。在直接接触染疫动物的环境下工作的人风险略高。然而，ECDC提醒说，动物物种中的流感病毒可以偶发性地感染人类，并有可能严重影响公共健康，就像2009年的H1N1大流行那样。ECDC主任安德烈娅·阿蒙在一份公告中指出：“至关重要的是，动物和人类领域的临床医生、实验室里的专家以及健康专家进行合作，并保持相互协调的做法。”阿蒙强调，必须保持监测，以便“尽可能快地”发现流感病毒感染，并开展风险评估和公共卫生行动。ECDC还强调了安全和卫生措施在无法避免与动物接触的工作中的重要性。 收起d",,,, 1064,1852,27842,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,https://wx4.sinaimg.cn/orj360/002AJCr1ly1h6uapevbnoj61040kb40r02.jpg,,2022-10-05 22:36
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,地***,#欧洲暴发史上最大规模禽流感#欧洲疾病预防与控制中心（ECDC）3日发出警告，欧洲正在经历有记录以来最大规模的高致病性禽流感疫情，病例数量和地理分布范围都创下历史纪录。目前，暴发2467起家禽疫情，4800万只禽类在受影响的场所被扑杀。鸡鸭鹅的命也是命，为什么要杀死鸡鸭鹅，为什么不让鸡鸭鹅躺平和禽流感共存？对于鸡鸭鹅来说，禽流感不过是个大号感冒而已…… 收起d,,,, 33,173,1448,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,,,2022-10-05 22:36
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,百***,欧洲在通胀背景下断气 挨冻 能源危机。极端天气，粮食危机这会儿又来禽流感 ，欧洲药丸💊节后看看养殖业（猪肉鸡肉🐷🐔）会不会来一波拉升～希望不要扩散，鸡胸肉 我的健身蛋白来源，贵了就舍不得吃了下午这会儿都干啥呢？我搁沙发躺半天了～再躺一会儿我就弄弄起来锻炼～#欧洲暴发史上最大规模禽流感# 收起d,,,, 2,136,123,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,https://wx1.sinaimg.cn/orj360/005MWv9Ely1h6ukfd4g3wj30mh0mmwpg.jpg,,2022-10-05 22:36
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,霜***,#欧洲暴发史上最大规模禽流感#也就不到5000万只家禽，欧洲底子厚，不用担心的…… ​                ,,,, 6,36,605,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,,,2022-10-05 22:36
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,宝***,#欧洲暴发史上最大规模禽流感#电、燃气、家禽都没了，吃土吗？能阻止病毒吗？ ​                ,,,, 8,26,765,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,,,2022-10-05 22:36
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,-***,#欧洲暴发史上最大规模禽流感#欧洲完犊子了… ​                ,,,, 11,41,239,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,https://wx4.sinaimg.cn/orj360/005N9GuZly1h6um7pvg1cj31r80zo7cc.jpg,,2022-10-05 22:36
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,小***,"
                    【#欧洲疾控近期测到高水平禽流感病毒#】欧洲疾病预防控制中心近日发表的一份研究报告显示，2022年6月至8月期间，在欧盟国家野生鸟类中检测到的高致病性禽流感病毒达到了前所未有的高水平。大西洋沿岸海鸟的繁殖地受到的影响尤其严重。该研究报告称，与2021年同期相比，今年6月至9月在家禽养殖场发生的感染数量是去年的五倍，在此期间有190多万只农场家禽被扑杀。#欧洲暴发史上最大规模禽流感# L小央视频的微博视频 收起d",,,, 62,51,666,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,,"https://f.video.weibocdn.com/o0/UieZKoEclx07ZKlya8GQ010412008Xnn0E010.mp4?label=mp4_hd&template=640x360.25.0&ori=0&ps=4ub7gI97adQ&Expires=1664984135&ssig=IlKYMl5MEn&KID=unistore,video",2022-10-05 22:36
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,郝***,#欧洲暴发史上最大规模禽流感#这次禽流感的范围真的是“前所未有“，欧洲是蔓延到37个国家，北到北极圈南到葡萄牙。而且今年候鸟迁徙甚至把病毒“跨大西洋”带到了加拿大和美国…那英吉利海峡更不在话下了。今年6到9月感染的家禽是去年同期的五倍多，秋冬季都是禽流感高发季，主要还是候鸟迁徙，染病的候鸟再把病毒广泛传播。 收起d,,,, 21,33,95,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,"https://wx4.sinaimg.cn/thumb150/62ffb54egy1h6uotisvy7j20wi1cwam1.jpg
https://wx3.sinaimg.cn/thumb150/62ffb54egy1h6up3t0vflj20yg0ko16q.jpg
https://wx3.sinaimg.cn/thumb150/62ffb54egy1h6up5djn7jj21xg1dd487.jpg",,2022-10-05 22:36
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,茂***,"
                    润去国外才20来天，这位就后悔了，现在基本上决定要回国。#揭秘美国AI水军职业造谣# #欧洲暴发史上最大规模禽流感# ​                ",,,, 13,34,125,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,"https://wx3.sinaimg.cn/orj360/006V46pbly1h6upwrkxfij30j60y9taa.jpg
https://wx1.sinaimg.cn/orj360/006V46pbly1h6upwrqjmaj30j60wtwjs.jpg
https://wx1.sinaimg.cn/thumb150/006V46pbly1h6upwrmuaaj30j612on3b.jpg
https://wx4.sinaimg.cn/thumb150/006V46pbly1h6upwrkckxj30j60s5q4r.jpg
https://wx3.sinaimg.cn/orj360/006V46pbly1h6upwrkb15j30j20olwi4.jpg
https://wx4.sinaimg.cn/orj360/006V46pbly1h6upwrhxbzj30j60jr76p.jpg",,2022-10-05 22:36
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,每***,#欧洲暴发史上最大规模禽流感#【欧洲疾控中心：#近期检测到高水平禽流感病毒#】欧洲疾病预防控制中心近日发表的一份研究报告显示，2022年6月至8月期间，在欧盟国家野生鸟类中检测到的高致病性禽流感病毒达到了前所未有的高水平。大西洋沿岸海鸟的繁殖地受到的影响尤其严重。该研究报告称，与2021年同期相比，今年6月至9月在家禽养殖场发生的感染数量是去年的五倍，在此期间有190万只农场家禽被扑杀。欧洲疾控中心表示，动物中的流感疫情可能对养殖业产生严重的经济影响，并可能对公共健康构成威胁，因为这种病毒的某些变体可以传播给人类。该卫生机构评估，对于普通人来说感染风险较低，对于经常接触禽鸟类的人，如农场工人，存在低至中等风险。（央视，嘉玛） 收起d,,,, 15,13,51,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,https://wx4.sinaimg.cn/orj360/001NBLkrgy1h6uilr30qsj60c8064gly02.jpg,,2022-10-05 22:36
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,空***,#欧洲暴发史上最大规模禽流感#又是甲烷云，又是禽流感，整个欧洲乱成了一锅粥。 ​                ,,,, 9,57,262,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,https://wx4.sinaimg.cn/orj360/005Meirwly1h6uklxy8v6j31hf0u012a.jpg,,2022-10-05 22:36
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,嘣***,#欧洲暴发史上最大规模禽流感# 一波未平一波又起 ​                ,,,,,,,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,,,2022-10-05 22:36
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,揽***,#欧洲暴发史上最大规模禽流感#本不富裕的欧洲雪上加霜 ​                ,,,,,,,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,,,2022-10-05 22:36
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,哈***,#欧洲暴发史上最大规模禽流感#迄今共暴发2467起家禽疫情，4800万只禽类在受影响的场所被扑杀。1.新冠选择躺平……2.家禽不能躺，无情的被扑杀。欧洲200年的气运到头了，该轮动我大中华了！ ​                ,,,,,1,2,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,,,2022-10-05 22:37
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,缦***,#欧洲暴发史上最大规模禽流感#祈祷世界和平，人民平安🙏 ​                ,,,,,,,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,,,2022-10-05 22:37
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,花***,#欧洲暴发史上最大规模禽流感#世界和平吧切拜 ​                ,,,,,,,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,,,2022-10-05 22:37
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,鸡***,#欧洲暴发史上最大规模禽流感# 天啊………希望能平安度过 ​                ,,,,,,,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,,,2022-10-05 22:37
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,青***,#欧洲暴发史上最大规模禽流感#又一场灾难。 ​                ,,,,,,,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,,,2022-10-05 22:37
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,枣***,#“疫”线微观# 【近5000万只禽类被扑杀：#欧洲暴发史上最大规模禽流感#】据埃菲社哥本哈根10月3日电，欧洲疾病预防与控制中心（ECDC）3日发出警告，欧洲正在经历有记录以来最大规模的高致病性禽流感疫情，病例数量和地理分布范围都创下历史纪录。ECDC和欧盟食品安全局的最新数据显示，迄今共暴发2467起家禽疫情，4800万只禽类在受影响的场所被扑杀，发现187例圈养禽类病例和3573例野生动物病例。报道称，疫情的地理分布之广是“前所未有的”，从斯瓦尔巴群岛（位于挪威北极地区）到葡萄牙南部和乌克兰东部，影响了37个欧洲国家。虽然有记录的病例数量创新高，而且已传播到多种哺乳动物身上，但对人群的总体风险仍然处于较低水平。在直接接触染疫动物的环境下工作的人风险略高。然而，ECDC提醒说，动物物种中的流感病毒可以偶发性地感染人类，并有可能严重影响公共健康，就像2009年的H1N1大流行那样。ECDC主任安德烈娅·阿蒙在一份公告中指出：“至关重要的是，动物和人类领域的临床医生、实验室里的专家以及健康专家进行合作，并保持相互协调的做法。”阿蒙强调，必须保持监测，以便“尽可能快地”发现流感病毒感染，并开展风险评估和公共卫生行动。ECDC还强调了安全和卫生措施在无法避免与动物接触的工作中的重要性。 2枣庄·凤鸣公园 收起d,,,,,,,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,https://wx4.sinaimg.cn/orj360/6da75185ly1h6usag37wbj21040kbq9z.jpg,,2022-10-05 22:37
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,·***,#欧洲暴发史上最大规模禽流感#真是饥寒交迫啊 ​                ,,,,,,11,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,,,2022-10-05 22:37
9,欧洲暴发史上最大规模禽流感,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,407685,·***,#欧洲暴发史上最大规模禽流感#雪上加霜了属于是 ​                ,,,,,,,https://s.weibo.com/weibo?q=%23%E6%AC%A7%E6%B4%B2%E6%9A%B4%E5%8F%91%E5%8F%B2%E4%B8%8A%E6%9C%80%E5%A4%A7%E8%A7%84%E6%A8%A1%E7%A6%BD%E6%B5%81%E6%84%9F%23&t=31&band_rank=9&Refer=top,,,2022-10-05 22:37
10,英语让一家人变得生疏,https://s.weibo.com/weibo?q=%23%E8%8B%B1%E8%AF%AD%E8%AE%A9%E4%B8%80%E5%AE%B6%E4%BA%BA%E5%8F%98%E5%BE%97%E7%94%9F%E7%96%8F%23&t=31&band_rank=10&Refer=top,352032,互***,#英语让一家人变得生疏# L互联网欢乐指南的微博视频 ​                ,,,, 6370,2884,110602,https://s.weibo.com/weibo?q=%23%E8%8B%B1%E8%AF%AD%E8%AE%A9%E4%B8%80%E5%AE%B6%E4%BA%BA%E5%8F%98%E5%BE%97%E7%94%9F%E7%96%8F%23&t=31&band_rank=10&Refer=top,,"https://f.video.weibocdn.com/o0/X0vLgdEQlx07ZKoxN1n201041200Fblb0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1664984244&ssig=tdxPNv08yP&KID=unistore,video",2022-10-05 22:37
10,英语让一家人变得生疏,https://s.weibo.com/weibo?q=%23%E8%8B%B1%E8%AF%AD%E8%AE%A9%E4%B8%80%E5%AE%B6%E4%BA%BA%E5%8F%98%E5%BE%97%E7%94%9F%E7%96%8F%23&t=31&band_rank=10&Refer=top,352032,互***,"
                    来说一个以a开头的单词#英语让一家人变得生疏# ​                ",,,, 172,1750,15760,https://s.weibo.com/weibo?q=%23%E8%8B%B1%E8%AF%AD%E8%AE%A9%E4%B8%80%E5%AE%B6%E4%BA%BA%E5%8F%98%E5%BE%97%E7%94%9F%E7%96%8F%23&t=31&band_rank=10&Refer=top,,,2022-10-05 22:37
